32,37
227,91
39,100
18,62
67,77
379,133
60,144
22,113
107,130
497,225
96,225
19,89
420,243
814,307
116,324
39,312
812,308
1394,381
162,400
76,366
1342,683
2468,871
281,900
78,658
2259,1447
3351,1561
199,1600
82,1005
197,110
285,121
33,121
26,119
200,43
350,169
70,169
33,182
486,247
560,241
91,256
33,119
